code_cis,denomination_substance,nom_com_prep
60665912,CHLORHYDRATE DE TÉTRACAÏNE,DRILL SANS SUCRE ANIS MENTHE
60665912,SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE,DRILL SANS SUCRE ANIS MENTHE
60666074,FOLINATE DE CALCIUM,FOLINATE DE CALCIUM AGUETTANT
60666074,ACIDE FOLINIQUE,FOLINATE DE CALCIUM AGUETTANT
60669978,LÉVOMÉPROMAZINE,NOZINAN
60669978,MALÉATE ACIDE DE LÉVOMÉPROMAZINE,NOZINAN
60670037,FILGRASTIM ,ZARZIO MU L
60670457,PANTOPRAZOLE,PANTOPRAZOLE ZENTIVA
60670457,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,PANTOPRAZOLE ZENTIVA
60670489,PIVMÉCILLINAM (CHLORHYDRATE DE),SELEXID
60670806,TRAVOPROST,TRAVATAN
60670980,CANDÉSARTAN CILEXÉTIL,CANDESARTAN EG
60671178,CLARITHROMYCINE,CLARITHROMYCINE SUN
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60671712,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,ALOE LEHNING CH CH DH DH
60672497,BROMHYDRATE DE GALANTAMINE,GALANTAMINE ARROW LP
60672497,GALANTAMINE,GALANTAMINE ARROW LP
60672814,IBUPROFÈNE,NUREFLEX
60672974,PHOSPHATE DE RUXOLITINIB,JAKAVI
60672974,RUXOLITINIB,JAKAVI
60673325,DIMALÉATE D'AFATINIB,GIOTRIF
60673325,AFATINIB,GIOTRIF
60673389,MIDAZOLAM,BUCCOLAM
60673389,CHLORHYDRATE DE MIDAZOLAM,BUCCOLAM
60675618,PHOSPHATE DISODIQUE D'ESTRAMUSTINE MONOHYDRATÉ,ESTRACYT
60675618,ESTRAMUSTINE PHOSPHATE,ESTRACYT
60676481,HYDROCORTISONE (BUTYRATE D'),LOCOID
60676951,ACÉTATE DE GONADORÉLINE,LHRH FERRING L
60678735,NÉVIRAPINE ANHYDRE,NEVIRAPINE MYLAN LP
60679068,FLUVASTATINE SODIQUE,FLUVASTATINE ZENTIVA LP
60679068,FLUVASTATINE BASE,FLUVASTATINE ZENTIVA LP
60680832,OXIDRONATE DE SODIUM,TECHNESCAN HDP
60681425,FLUORURE DE SODIUM,DURAPHAT
60681425,FLUOR ÉLÉMENT,DURAPHAT
60681934,CHLORHYDRATE DE FLUOXÉTINE,FLUOXETINE TEVA
60681934,FLUOXÉTINE BASE,FLUOXETINE TEVA
60683198,SERTRALINE,ZOLOFT
60683198,CHLORHYDRATE DE SERTRALINE,ZOLOFT
60685046,FÉBUXOSTAT HÉMIHYDRATÉ,FEBUXOSTAT TEVA SANTE
60685046,FÉBUXOSTAT,FEBUXOSTAT TEVA SANTE
60685523,AMOXICILLINE,AMOXICILLINEACIDE CLAVULANIQUE ALMUS ADULTES
60685523,AMOXICILLINE TRIHYDRATÉE,AMOXICILLINEACIDE CLAVULANIQUE ALMUS ADULTES
60685523,CLAVULANATE DE POTASSIUM,AMOXICILLINEACIDE CLAVULANIQUE ALMUS ADULTES
60685523,ACIDE CLAVULANIQUE,AMOXICILLINEACIDE CLAVULANIQUE ALMUS ADULTES
60688551,DASATINIB,DASATINIB ZENTIVA
60689692,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM WELEDA CH CH DH DH
60689692,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM WELEDA CH CH DH DH
60689692,CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CONIUM MACULATUM WELEDA CH CH DH DH
60691017,TÉMOZOLOMIDE,TEMOZOLOMIDE ACCORD
60691177,ATOSIBAN,ATOSIBAN STRAGEN
60691177,ACÉTATE D'ATOSIBAN,ATOSIBAN STRAGEN
60691750,IRBÉSARTAN,IRBESARTAN BIOGARAN
60691768,PRAVASTATINE SODIQUE,PRAVASTATINE MYLAN PHARMA
60692261,CHLORHYDRATE D'IDARUBICINE,ZAVEDOS
60693694,MOLSIDOMINE,MOLSIDOMINE ZENTIVA
60693833,CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CUPRUM METALLICUM WELEDA CH CH DH DH
60693833,CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CUPRUM METALLICUM WELEDA CH CH DH DH
60693833,CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CUPRUM METALLICUM WELEDA CH CH DH DH
60693833,CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CUPRUM METALLICUM WELEDA CH CH DH DH
60693915,KÉTOCONAZOLE,KETOCONAZOLE ZENTIVA
60694593,VABORBACTAM,VABOREM
60694593,MÉROPÉNEM TRIHYDRATÉ,VABOREM
60694593,MÉROPÉNEM,VABOREM
60694853,CHLORHYDRATE D'OXYCODONE,OXYCODONE BIOGARAN LP
60694853,OXYCODONE,OXYCODONE BIOGARAN LP
60695745,MÉTHOTREXATE,METHOTREXATE BELLON
60696651,SULFATE DE MORPHINE,SKENAN LP
60697664,LISINOPRIL ANHYDRE,LISINOPRIL TEVA
60697664,LISINOPRIL DIHYDRATÉ,LISINOPRIL TEVA
60698008,CHLORHYDRATE D'OXYCODONE,OXYCODONE EG LP
60698008,OXYCODONE,OXYCODONE EG LP
60698225,CHLORHYDRATE DE LÉVOBUPIVACAÏNE,LEVOBUPIVACAINE ALTAN L
60698225,LÉVOBUPIVACAÏNE,LEVOBUPIVACAINE ALTAN L
60698990,SOMATROPINE ,NORDITROPINE NORDIFLEX
60699245,LÉVÉTIRACÉTAM,LEVETIRACETAM ARROW
60699494,ATÉNOLOL,ATENOLOL ZYDUS
60700320,RIBAVIRINE,RIBAVIRINE BIOGARAN
60700391,MACROGOL 4000,CASENLAX
60701479,VALSARTAN,VALSARTAN ARROW GENERIQUES
60701582,LÉVODOPA,LEVODOPACARBIDOPAENTACAPONE TEVA
60701582,CARBIDOPA ANHYDRE,LEVODOPACARBIDOPAENTACAPONE TEVA
60701582,CARBIDOPA MONOHYDRATE,LEVODOPACARBIDOPAENTACAPONE TEVA
60701582,ENTACAPONE,LEVODOPACARBIDOPAENTACAPONE TEVA
60701778,DIPROPIONATE DE BÉCLOMÉTASONE,INNOVAIR
60701778,FUMARATE DE FORMOTÉROL DIHYDRATÉ,INNOVAIR
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702684,CLEMATIS VITALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,CLEMATIS VITALBA BOIRON CH CH DH DH
60702983,CHLORHYDRATE DE CÉLIPROLOL,CELIPROLOL MYLAN
60702983,CÉLIPROLOL,CELIPROLOL MYLAN
60703220,FERRUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,MAGNESIA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,MANGANUM PEROXYDATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,CALCAREA FLUORICA POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,MERCURIUS SOLUBILIS POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703220,ANTIMONIUM CRUDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,SILICEA COMPLEXE N
60703487,ATORVASTATINE,TAHOR
60703487,ATORVASTATINE CALCIQUE TRIHYDRATÉE,TAHOR
60703576,CIPROFLOXACINE,CIPROFLOXACINE MYLAN PHARMA
60703576,CHLORHYDRATE DE CIPROFLOXACINE,CIPROFLOXACINE MYLAN PHARMA
60703590,TRINITRINE,DISCOTRINE
60703829,PHOLCODINE,BIOCALYPTOL
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60704500,NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES,NUX VOMICA LEHNING CH CH DH DH
60705552,CÉFIXIME TRIHYDRATÉE,OROKEN NOURRISSONS
60705552,CÉFIXIME ANHYDRE,OROKEN NOURRISSONS
60705972,MÉTHOTREXATE,IMETH
60705972,MÉTHOTREXATE DISODIQUE,IMETH
60707699,GLICLAZIDE,GLICLAZIDE BIOGARAN
60707788,TOXINE BOTULINIQUE TYPE A ,BOCOUTURE
60709020,IMATINIB,IMATINIB ARROW LAB
60709020,MÉSILATE D'IMATINIB,IMATINIB ARROW LAB
60709675,VORICONAZOLE,VORICONAZOLE HIKMA
60710275,AMISULPRIDE,AMISULPRIDE MYLAN
60710318,ADÉNOSINE,KRENOSIN
60711128,MAGNÉSIUM (THIOSULFATE DE),OMEZELIS
60711128,CALCIUM (LACTATE DE) PENTAHYDRATÉ,OMEZELIS
60711128,AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE),OMEZELIS
60711128,MÉLISSE (FEUILLE DE) (EXTRAIT SEC DE),OMEZELIS
60711441,DIOSMINE,MEDIVEINE
60711555,PEROXYDE DE BENZOYLE,PANNOGEL
60712486,CHLORHYDRATE DE TRAMADOL,TRAMADOL HCS
60712956,PARACÉTAMOL,TRAMADOLPARACETAMOL EVOLUGEN PHARMA
60712956,CHLORHYDRATE DE TRAMADOL,TRAMADOLPARACETAMOL EVOLUGEN PHARMA
60713079,PALIPÉRIDONE,XEPLION
60713079,PALMITATE DE PALIPÉRIDONE,XEPLION
60714918,CHLORHYDRATE DE BUPRÉNORPHINE,BUPRENORPHINE MYLAN
60714918,BUPRÉNORPHINE,BUPRENORPHINE MYLAN
60715272,BROMHYDRATE D'ÉLÉTRIPTAN,ELETRIPTAN BGR
60715272,ÉLÉTRIPTAN,ELETRIPTAN BGR
60715308,CHLORHYDRATE DE DONÉPÉZIL,DONEPEZIL MYLAN
60715308,DONÉPÉZIL,DONEPEZIL MYLAN
60715870,ALANINE,SMOFKABIVEN PROTEINE
60715870,ACÉTATE DE LYSINE,SMOFKABIVEN PROTEINE
60715870,GLUCOSE ANHYDRE,SMOFKABIVEN PROTEINE
60715870,HISTIDINE,SMOFKABIVEN PROTEINE
60715870,ISOLEUCINE,SMOFKABIVEN PROTEINE
60715870,LEUCINE,SMOFKABIVEN PROTEINE
60715870,LYSINE,SMOFKABIVEN PROTEINE
60715870,PHÉNYLALANINE,SMOFKABIVEN PROTEINE
60715870,SÉRINE,SMOFKABIVEN PROTEINE
60715870,THRÉONINE,SMOFKABIVEN PROTEINE
60715870,TRYPTOPHANE L,SMOFKABIVEN PROTEINE
60715870,VALINE,SMOFKABIVEN PROTEINE
60715870,GLYCINE,SMOFKABIVEN PROTEINE
60715870,ARGININE,SMOFKABIVEN PROTEINE
60715870,TAURINE,SMOFKABIVEN PROTEINE
60715870,MÉTHIONINE,SMOFKABIVEN PROTEINE
60715870,PROLINE,SMOFKABIVEN PROTEINE
60715870,TYROSINE,SMOFKABIVEN PROTEINE
60715870,HUILE DE SOJA RAFFINÉE,SMOFKABIVEN PROTEINE
60715870,TRIGLYCÉRIDES À CHAÎNE MOYENNE,SMOFKABIVEN PROTEINE
60715870,GLUCOSE MONOHYDRATÉ,SMOFKABIVEN PROTEINE
60715870,HUILE D'OLIVE RAFFINÉE,SMOFKABIVEN PROTEINE
60715870,HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 ,SMOFKABIVEN PROTEINE
60716659,ACÉTATE D'ALPHA-TOCOPHÉROL,VITAMINE E PROVEPHARM
60716805,"ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/WASHINGTON/02/2019 - SOUCHE ANALOGUE (B/WASHINGTON/02/2019, SOUCHE SAUVAGE) ",INFLUVAC TETRA
60716805,"ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE A/GUANGDONG-MAONAN/SWL1536/2019 (H1N1)PDM09 - SOUCHE ANALOGUE (A/GUANGDONG-MAONAN/SWL1536/2019, CNIC-1909) ",INFLUVAC TETRA
60716805,"ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE B/PHUKET/3073/2013 - SOUCHE ANALOGUE (B/PHUKET/3073/2013, SOUCHE SAUVAGE) ",INFLUVAC TETRA
60716805,"ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE, INACTIVÉ, SOUCHE A/HONG KONG/2671/2019 (H3N2) - SOUCHE ANALOGUE (A/HONG KONG/2671/2019, IVR-208) ",INFLUVAC TETRA
60716890,CHLORHYDRATE DE ROPINIROLE,ROPINIROLE EG LP
60716890,ROPINIROLE,ROPINIROLE EG LP
60717355,FER,MONOVER
60717355,FER (III) ISOMALTOSIDE 1000,MONOVER
60718902,NICARDIPINE (CHLORHYDRATE DE),LOXEN L IV
60719819,RIBAVIRINE,RIBAVOX
60719986,ÉTHINYLESTRADIOL,GESTODENEETHINYLESTRADIOL MYLAN
60719986,GESTODÈNE,GESTODENEETHINYLESTRADIOL MYLAN
60720216,ARGATROBAN MONOHYDRATÉ,ARGANOVA L
60720561,CITRATE DE FENTANYL,FENTANYL PIRAMAL
60720561,FENTANYL,FENTANYL PIRAMAL
60722085,RIVASTIGMINE BASE,RIVASTIGMINE SANDOZ
60722085,HYDROGÉNOTARTRATE DE RIVASTIGMINE,RIVASTIGMINE SANDOZ
60722288,PÉRINDOPRIL TERT-BUTYLAMINE,PERINDOPRILAMLODIPINE ZENTIVA
60722288,AMLODIPINE,PERINDOPRILAMLODIPINE ZENTIVA
60722288,PÉRINDOPRIL,PERINDOPRILAMLODIPINE ZENTIVA
60722288,BÉSILATE D'AMLODIPINE,PERINDOPRILAMLODIPINE ZENTIVA
60723461,RÉSINATE DE NICOTINE,NICOTINE EG MENTHE SANS SUCRE
60723461,NICOTINE,NICOTINE EG MENTHE SANS SUCRE
60724061,BUDÉSONIDE,BUDESONIDE MYLAN
60726518,CLARITHROMYCINE,CLARITHROMYCINE ARROW
60726678,DOCÉTAXEL,DOCETAXEL KABI
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727171,AQUILEGIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES,AQUILEGIA VULGARIS BOIRON CH CH DH DH
60727189,RISÉDRONATE MONOSODIQUE ANHYDRE,ACTONEL
60727189,RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ,ACTONEL
60727278,ATAZANAVIR,ATAZANAVIR ARROW
60727278,SULFATE D'ATAZANAVIR,ATAZANAVIR ARROW
60727755,FOLLITROPINE BÊTA ,PUREGON UI
60728597,FINGOLIMOD,GILENYA
60728597,CHLORHYDRATE DE FINGOLIMOD,GILENYA
60728775,HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLOROTHIAZIDE TEVA SANTE
60728775,CHLORHYDRATE DE BÉNAZÉPRIL,BENAZEPRIL HYDROCHLOROTHIAZIDE TEVA SANTE
60729806,HYDROCHLOROTHIAZIDE,VALSARTAN HYDROCHLOROTHIAZIDE BIOGARAN
60729806,VALSARTAN,VALSARTAN HYDROCHLOROTHIAZIDE BIOGARAN
60730064,NAFTIDROFURYL (OXALATE ACIDE DE),NAFTIDROFURYL MYLAN
60730566,IMMUNOGLOBULINE HUMAINE NORMALE (PLASMATIQUE),CLAIRYG L
60731440,HYDROCHLOROTHIAZIDE,IRBESARTANHYDROCHLOROTHIAZIDE CRISTERS
60731440,IRBÉSARTAN,IRBESARTANHYDROCHLOROTHIAZIDE CRISTERS
60731732,ALPROSTADIL,VITAROS
60734372,SPIRONOLACTONE,SPIRONOLACTONE SANDOZ
60736188,CHLORHYDRATE DE TERBINAFINE,FUNGSTER
60736188,TERBINAFINE,FUNGSTER
60738303,ITRACONAZOLE,ITRACONAZOLE MYLAN
60739234,DICLOFÉNAC SODIQUE,ARTOTEC
60739234,MISOPROSTOL,ARTOTEC
60740076,MOLSIDOMINE,MOLSIDOMINE ARROW
60740165,VORICONAZOLE,VORICONAZOLE ACCORD
60740973,PYRÈTHRE (EXTRAIT DE),SPRAY PAX
60740973,BUTOXYDE DE PIPÉRONYLE,SPRAY PAX
60741986,FACTEUR XI DE COAGULATION HUMAIN ,HEMOLEVEN UI L
60742508,CHLORHYDRATE DE DILTIAZEM,DILTIAZEM GNR LP
60742935,DIMÉTICONE,OPHTASILOXANE
60743994,HYDROCHLOROTHIAZIDE,COKENZEN
60743994,CANDÉSARTAN CILEXÉTIL,COKENZEN
60744612,CHLORURE DE SODIUM,CHLORURE DE SODIUM LAVOISIER
60745696,TAMOXIFÈNE (CITRATE DE),TAMOXIFENE TEVA
60745696,TAMOXIFÈNE BASE,TAMOXIFENE TEVA
60747099,ESTRIOL,GYDRELLE POUR CENT
60747455,BISOPROLOL (FUMARATE DE),DETENSIEL
60747996,FLUCONAZOLE,TRIFLUCAN
60748062,MALÉATE D'ÉNALAPRIL,ENALAPRIL ZENTIVA
60748151,IODURE (131I) DE SODIUM,CAPSION MB
60748767,CALCIFÉDIOL MONOHYDRATÉ,CALCIFEDIOL GERDA L
60748767,CALCIFÉDIOL ANHYDRE,CALCIFEDIOL GERDA L
60748831,OLANZAPINE,OLANZAPINE ALTER
60749100,FOLLITROPINE ALFA ,GONALF UI
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60749805,EUPATORIUM PURPUREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,EUPATORIUM PURPUREUM BOIRON CH CH DH DH
60752908,NAPROXÈNE,NAPROSYNE
60754332,MYCOPHÉNOLATE MOFÉTIL,MYCOPHENOLATE MOFETIL ACCORD HEALTHCARE
60754492,METFORMINE BASE,METFORMINE BGR
60754492,CHLORHYDRATE DE METFORMINE,METFORMINE BGR
60754528,LÉVODOPA,CORBILTA
60754528,CARBIDOPA ANHYDRE,CORBILTA
60754528,CARBIDOPA MONOHYDRATÉE,CORBILTA
60754528,ENTACAPONE,CORBILTA
60754631,MICAFUNGINE,MICAFUNGINE MYLAN
60754631,MICAFUNGINE SODIQUE,MICAFUNGINE MYLAN
60754738,CANDÉSARTAN CILEXÉTIL,CANDESARTAN ZENTIVA
60755263,"ROTAVIRUS HUMAIN (SOUCHE RIX4414) (VIVANT, ATTÉNUÉ) ",ROTARIX V
60755562,ÉNOXAPARINE SODIQUE ,LOVENOX UI
60756034,CIMÉTIDINE,CIMETIDINE MYLAN
60756600,OXYDE DE ZINC,OXYPLASTINE
60756917,CHLORHYDRATE DE MÉTHYLPHÉNIDATE,CONCERTA LP
60757264,ELTROMBOPAG OLAMINE,REVOLADE
60757264,ELTROMBOPAG,REVOLADE
60759607,RAMIPRIL,RAMIPRIL ALMUS
60759678,ACIDE ASCORBIQUE,PARACETAMOLVITAMINE CPHENIRAMINE MYLAN CONSEIL SANS SUCRE
60759678,PARACÉTAMOL,PARACETAMOLVITAMINE CPHENIRAMINE MYLAN CONSEIL SANS SUCRE
60759678,MALÉATE DE PHÉNIRAMINE,PARACETAMOLVITAMINE CPHENIRAMINE MYLAN CONSEIL SANS SUCRE
60759685,RÉPAGLINIDE,REPAGLINIDE KRKA
60759938,CÉFAZOLINE SODIQUE,CEFAZOLINE PANPHARMA IM
60759938,CÉFAZOLINE BASE,CEFAZOLINE PANPHARMA IM
60761704,PRÉGABALINE,PREGABALINE ZENTIVA KS
60762795,CHLORHYDRATE DE MORPHINE,MORPHINE CHLORHYDRATE AGUETTANT L
60763655,LÉTROZOLE,FEMARA
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763790,HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,HYDRASTIS CANADENSIS LEHNING CH CH DH DH
60763961,CARBOCISTÉINE,BRONCHOKOD ENFANTS POUR CENT
60764223,DESLORATADINE,DESLORATADINE ARROW LAB
60764337,DOMPÉRIDONE,DOMPERIDONE EG
60765503,PIPÉRONYLE (BUTOXYDE DE),SPREGAL
60765503,ESDÉPALLÉTHRINE,SPREGAL
60766975,DICLOFÉNAC SODIQUE,DICLOFENAC ZENTIVA
60766975,DICLOFÉNAC DE DIÉTHYLAMINE,DICLOFENAC ZENTIVA
60767155,CHLORHYDRATE DE VENLAFAXINE,VENLAFAXINE ZYDUS FRANCE LP
60767155,VENLAFAXINE,VENLAFAXINE ZYDUS FRANCE LP
60767600,THIOSULFATE DE SODIUM,SOUFRE OLIGOSOL
60767600,SOUFRE,SOUFRE OLIGOSOL
60768652,OXALATE ACIDE DE NAFTIDROFURYL,NAFTIDROFURYL EG
60770621,PHYTOMÉNADIONE,VITAMINE K CHEPLAPHARM
60771794,PHÉNYTOÏNE SODIQUE,PRODILANTIN
60771794,FOSPHÉNYTOÏNE SODIQUE HEPTAHYDRATÉ,PRODILANTIN
60772273,ATORVASTATINE,CADUET
60772273,AMLODIPINE,CADUET
60772273,ATORVASTATINE CALCIQUE TRIHYDRATÉE,CADUET
60772273,BÉSILATE D'AMLODIPINE,CADUET
60772526,NICOTINE,NICORETTE INHALEUR
60773795,FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,FLUORICUM ACIDUM WELEDA CH CH DH DH
60773795,FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,FLUORICUM ACIDUM WELEDA CH CH DH DH
60773795,FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,FLUORICUM ACIDUM WELEDA CH CH DH DH
60774228,DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE,RILMENIDINE EG
60774228,RILMÉNIDINE,RILMENIDINE EG
60774438,CITRATE DE FENTANYL,RECIVIT
60774438,FENTANYL,RECIVIT
60774598,GLIMÉPIRIDE,GLIMEPIRIDE SANDOZ
60774655,NABUMÉTONE,NABUCOX
60774865,OXALATE D'ESCITALOPRAM,ESCITALOPRAM CRISTERS
60774865,ESCITALOPRAM,ESCITALOPRAM CRISTERS
60774947,ACÉTATE DE FLÉCAÏNIDE,FLECAÏNIDE EG
60776617,IBUPROFÈNE,SPEDIFEN
60779182,PREDNISONE,PREDNISONE EG
60779773,ALEMTUZUMAB ,LEMTRADA
60780754,ZOFÉNOPRIL CALCIQUE,ZOFENIL
60780754,ZOFÉNOPRIL,ZOFENIL
60781361,LÉVONORGESTREL,LEVONORGESTRELETHINYLESTRADIOL ZENTIVA
60781361,ÉTHINYLESTRADIOL,LEVONORGESTRELETHINYLESTRADIOL ZENTIVA
60782303,ÉNOXAPARINE SODIQUE ,LOVENOX UI
60782552,CALCITONINE DE SAUMON,CALSYN UI
60782890,DICLOFÉNAC SODIQUE,DICLOFENAC EG LABO CONSEIL
60782890,DICLOFÉNAC DE DIÉTHYLAMINE,DICLOFENAC EG LABO CONSEIL
60783533,CARVÉDILOL,CARVEDILOL ZENTIVA
60784674,SALIX ALBA POUR PRÉPARATIONS HOMÉOPATHIQUES,DIGESTODORON
60784674,ASPIDIUM FILIX MAS POUR PRÉPARATIONS HOMÉOPATHIQUES,DIGESTODORON
60784674,SCOLOPENDRIUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,DIGESTODORON
60784674,SALIX VITELLINA FOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,DIGESTODORON
60784674,"SALIX VIMINALIS, FOLIUM, POUR PRÉPARATIONS HOMÉOPATHIQUES",DIGESTODORON
60784674,"POLYPODIUM VULGARE, FOLIUM, POUR PRÉPARATIONS HOMÉOPATHIQUES",DIGESTODORON
60785331,VARDÉNAFIL,VARDENAFIL ACCORD
60785331,CHLORHYDRATE DE VARDÉNAFIL TRIHYDRATÉ,VARDENAFIL ACCORD
60786337,TOPIRAMATE,TOPIRAMATE EG
60786390,LÉVOTHYROXINE SODIQUE,TSOLUDOSE
